partition	seq
part19735	10854466-10855098
part12888	10855099-10856475
part15976	10856476-10856911
part15648	10857151-10857772
part14533	10857773-10858690
part14122	10858691-10859063
part19725	10859064-10859923
part15420	10859924-10860651
part23490	10860652-10861095
part16468	10861096-10862260
part20215	10862261-10862858
part13603	10862859-10864164
part18404	10864165-10865140
part18007	10865141-10865478
part14200	10865479-10866540
part16734	10866608-10866929
part23524	10866930-10867395
part15156	10867396-10867983
part14094	10868325-10869080
part13650	10869081-10870138
part17690	10870139-10870949
part19263	10870950-10872271
part19012	10872272-10872583
part12938	10872584-10872805
part16848	10872806-10873240
part15408	10873241-10873704
part23489	10873705-10874250
part18508	10874251-10874853
part13398	10874854-10875319
part17815	10875320-10875608
part13759	10876150-10876713
part17335	10876714-10877261
part14490	10877262-10877737
part21781	10877738-10878156
part15768	10878157-10878967
part16548	10878968-10880602
part13026	10880603-10881720
part16777	10881721-10882152
part23514	10882153-10882787
part18312	10882788-10882863
part13515	10883556-10884360
part18589	10884361-10884941
part17989	10884942-10885623
part15931	10885624-10886817
part16545	10886818-10887517
part16240	10887518-10888167
part14921	10888168-10888566
part19891	10888567-10889227
part17411	10889228-10889632
part19387	10889633-10890088
part18209	10890089-10890836
part13227	10890837-10891246
part23507	10891247-10891719
part16020	10891720-10892264
part19349	10892265-10893384
part16215	10893385-10894356
part16321	10894357-10894605
part14218	10894606-10895266
part13631	10895267-10895710
part19371	10895711-10896837
part18510	10896838-10899824
part16507	10899825-10900545
part13295	10900546-10901566
part17935	10901567-10902055
part14677	10902056-10902566
part14388	10902567-10903510
part19629	10903511-10904040
part18170	10904041-10905155
part17691	10905156-10906231
part16287	10906232-10906743
part12981	10906744-10907864
part15398	10907865-10908838
part17113	10908839-10909435
part17029	10909436-10909916
part16119	10909917-10910634
part14268	10910635-10911808
part18821	10911809-10912514
part14065	10912515-10912908
part23522	10912909-10913740
part14013	10913741-10914554
part16824	10914555-10915304
part14883	10915305-10916110
part20660	10916612-10917632
part15202	10917633-10919102
part16653	10919103-10919915
part14138	10919916-10921077
part17513	10921078-10922548
part13816	10922549-10923694
part19977	10923695-10925063
part15955	10925064-10927349
part13412	10927350-10928286
part23488	10928287-10931773
part23556	10931774-10932778
part13350	10932779-10933663
part18490	10933664-10934396
part23554	10934397-10935322
part20997	10935323-10936642
part14767	10936643-10938177
part21420	10938178-10940813
part13201	10940814-10942210
part19684	10942211-10943607
part13830	10943608-10944682
part13058	10944683-10945539
part23536	10945540-10946807
part14856	10946808-10949037
part13157	10949038-10950971
part17266	10950972-10952964
part19029	10952965-10954757
part23541	10954758-10955722
part17913	10955723-10957751
part23567	10957752-10959228
part21023	10959229-10961511
part14350	10961512-10964175
part13589	10964176-10965635
part13821	10965636-10966582
part13041	10966583-10969167
part23539	10969168-10970651
part23566	10970652-10972156
part13189	10972157-10974219
part14642	10974220-10975406
part21175	10975407-10977438
part23560	10977439-10978291
part14993	10978292-10980287
part23508	10980288-10981330
part20456	10981331-10983222
part14124	10983223-10985068
part14136	10985069-10985701
part15493	10985702-10987283
part23542	10987284-10988698
part19256	10988699-10990853
part13530	10990854-10992800
part23544	10992801-10993847
part17105	10993848-10996953
part17069	10996954-10997226
part13615	10997227-10999006
part23503	10999007-10999490
part15560	10999491-11001983
part19022	11001984-11004459
part14674	11004460-11005675
part14317	11005676-11007074
part14934	11007075-11009039
part12905	11009040-11010869
part23546	11010870-11013220
part22085	11013221-11014539
part23532	11014540-11016414
part23526	11016415-11017711
part14027	11017712-11019710
part17538	11019711-11022271
part17701	11022272-11023744
part17507	11023745-11024488
part23550	11024489-11025692
part18366	11025693-11026059
part23511	11026060-11027528
part17961	11027529-11030560
part19738	11030561-11032423
part14298	11032424-11033618
part14082	11033619-11035096
part17067	11035097-11036930
part15962	11036931-11039312
part19863	11039313-11041771
part17825	11041772-11044619
part23555	11044620-11045691
part23529	11045692-11047542
part19049	11047543-11049484
part23506	11049485-11050663
part21220	11050664-11051755
part13507	11051756-11052767
part15972	11052768-11054022
part23573	11054023-11055548
part19405	11055549-11057354
part20892	11057355-11060178
part15016	11060179-11061928
part23545	11061929-11063192
part23548	11063193-11064171
part18509	11064172-11064787
part21576	11064788-11065960
part23534	11065961-11067748
part23543	11067749-11068883
part23558	11068884-11069994
part23520	11069995-11073827
part20774	11073828-11074268
part23559	11074269-11077439
part20949	11077440-11078590
part20950	11078591-11079754
part23552	11079755-11080568
part23557	11080569-11082677
part12959	11082678-11084547
part14255	11084548-11084951
part16566	11084952-11086100
part14170	11086101-11089408
part23516	11089409-11091184
part23540	11091185-11092250
part16051	11092251-11093546
part17876	11093547-11098131
part13287	11098132-11099649
part23482	11099650-11100608
part13991	11100609-11102491
part17065	11102492-11103657
part16747	11103658-11104612
part13550	11104613-11105532
part23078	11105533-11106684
part16635	11106685-11108932
part21566	11108933-11111963
part13325	11111964-11114086
part15443	11114087-11116892
part23563	11116893-11117852
part19956	11117853-11118939
part23495	11118940-11121124
part14053	11121125-11122973
part17223	11122974-11125292
part19628	11125293-11126674
part23562	11126675-11128500
part16639	11128501-11129936
part13476	11129937-11131425
part23537	11131426-11135565
part16865	11135566-11136393
part14219	11136394-11137933
part13119	11137934-11139542
part16952	11139543-11140275
part23549	11140276-11142577
part22327	11142578-11143354
part16616	11143355-11144636
part23530	11144637-11145197
part23533	11145198-11146255
part23565	11146256-11147566
part14403	11147567-11148519
part15524	11148520-11149771
part14649	11149772-11150924
part23569	11150925-11152629
part17458	11152630-11153213
part23343	11153214-11154886
part15496	11154887-11155529
part13977	11155530-11156603
part17584	11156604-11158463
part23547	11158464-11159769
part13752	11159770-11161660
part16570	11161661-11163278
part18361	11163279-11165394
part15168	11165395-11169534
part23564	11169535-11171188
part19295	11171189-11173012
part15110	11173013-11175364
part14428	11175365-11176557
part23568	11176558-11177335
part15677	11177336-11180212
part22443	11180213-11181035
part20346	11181036-11182795
part13634	11182796-11183973
part16200	11183974-11185800
part14038	11185801-11187750
part16503	11187751-11189181
part20724	11189182-11192956
part23641	11192957-11193450
part13219	11193451-11194196
part19081	11194197-11194598
part14839	11194599-11195555
part15893	11195556-11197401
part16763	11197402-11198286
part13667	11198287-11199889
part15616	11199890-11202380
part16907	11202381-11203507
part14524	11203508-11204129
part15921	11204130-11205307
part13714	11205308-11206390
part12953	11206391-11207246
part16130	11207247-11208402
part16679	11208403-11210491
part15128	11212626-11214035
part15042	11214036-11215701
part13668	11215702-11217867
part13517	11217868-11218909
part17167	11218910-11219286
part16474	11219287-11221059
part20631	11221060-11222113
part13618	11222114-11223760
part19489	11223761-11226160
part13327	11226161-11228477
part18059	11228478-11230152
part18536	11230153-11231273
part15169	11231274-11234740
part13049	11234741-11236578
part14004	11236579-11238372
part14598	11238373-11240248
part13020	11240249-11242330
part12998	11242331-11243299
part23642	11243300-11244311
part23644	11244312-11244749
part23623	11244750-11245273
part15141	11245274-11246901
part19818	11246902-11247250
part15585	11247251-11247913
part14974	11247914-11249271
part14653	11249272-11249742
part17257	11249743-11250441
part15081	11250442-11252737
part15848	11252738-11252971
part15311	11252972-11253748
part12804	11253749-11255155
part15417	11256533-11257310
part17358	11257311-11258364
part17539	11258365-11259423
part16556	11260500-11261084
part19332	11262557-11262948
part16779	11262949-11263469
part18948	11263470-11264034
part23624	11264035-11264496
part14203	11264497-11264837
part19351	11264838-11265871
part17348	11265872-11266553
part18768	11266955-11267382
part16974	11267383-11267602
part13037	11267603-11268025
part23612	11268026-11268591
part15066	11268592-11269463
part18448	11269464-11269924
part14066	11269925-11270364
part17270	11270365-11271971
part15115	11271972-11273096
part15249	11273097-11273486
part18322	11273487-11274039
part16799	11274515-11275233
part15694	11275234-11275978
part21616	11276604-11276904
part17289	11276905-11278426
part17582	11278427-11279130
part20587	11279131-11280055
part13597	11280056-11281165
part14532	11281166-11281848
part20199	11281849-11282522
part20379	11282523-11283390
part12897	11283391-11284141
part13480	11284142-11284571
part14079	11284572-11285738
part14248	11285739-11286803
part13107	11286804-11287707
part14419	11287708-11288996
part13809	11290306-11292124
part13781	11292125-11292557
part16845	11292558-11294541
part23646	11294542-11296775
part21919	11296776-11299046
part13247	11299047-11299802
part13343	11299803-11300695
part23647	11300696-11301270
part14314	11301271-11302051
part15526	11302052-11302870
part14333	11302871-11303452
part13080	11303453-11304673
part13082	11304674-11305775
part19998	11305776-11306519
part23736	11306520-11307930
part14359	11307931-11309993
part13415	11309994-11311368
part23354	11311369-11311934
part23734	11314923-11315679
part16339	11315680-11316411
part18257	11316412-11316760
part13334	11316761-11317880
part15175	11319044-11319375
part13546	11319376-11319762
part17485	11319763-11320341
part17833	11320342-11321075
part18109	11321545-11322238
part16486	11322685-11323124
part16386	11323705-11324778
part17490	11324779-11325573
part14933	11325574-11327039
part16092	11327040-11328111
part15924	11328112-11328988
part13332	11328989-11329716
part19429	11329717-11330461
part15488	11330462-11330987
part20205	11330988-11332013
part19388	11332014-11332813
part16994	11332814-11332912
part16377	11332913-11333207
part12980	11333208-11334449
part16987	11334450-11335329
part19497	11335330-11335641
part15224	11335642-11336057
part13344	11336058-11336495
part17045	11336496-11337399
part13190	11337874-11338329
part15393	11338330-11338676
part23590	11338677-11339070
part23629	11339071-11339679
part15361	11339680-11340602
part17439	11340603-11341076
part17875	11341077-11341500
part14707	11341501-11342727
part13677	11342728-11343065
part15825	11343066-11343904
part13285	11344772-11346143
part14786	11346144-11347681
part23727	11347682-11350884
part23729	11350885-11352173
part17587	11352174-11352532
part16528	11352533-11354295
part12995	11354296-11355279
part23732	11356743-11357995
part21287	11357996-11358899
part13059	11358900-11359669
part22433	11359670-11360917
part17491	11360918-11362845
part19914	11362846-11363707
part23730	11363708-11366139
part22403	11366140-11368943
part21825	11368944-11370041
part13605	11370042-11371096
part18317	11371097-11371969
part19819	11372272-11372545
part17577	11372546-11372894
part18038	11372895-11373410
part14750	11373411-11374266
part12837	11374267-11374891
part15204	11374892-11375508
part14074	11375509-11376134
part14127	11376753-11377501
part13458	11377502-11377934
part16846	11377935-11378456
part14622	11378457-11378835
part13121	11378836-11379839
part16951	11379840-11380479
part16723	11380480-11380835
part13523	11380836-11381317
part16095	11381318-11381659
part15296	11381660-11382031
part15423	11382032-11382862
part15588	11382863-11383409
part17794	11383410-11383825
part13912	11383826-11384320
part18865	11384321-11385034
part14093	11385035-11385858
part15394	11385859-11386541
part13197	11386542-11386916
part16841	11386917-11387442
part16758	11387443-11387761
part15576	11387762-11388415
part15935	11388416-11388858
part16065	11388859-11389489
part13691	11389490-11389834
part14935	11389835-11390179
part16971	11390180-11390861
part18957	11390862-11391372
part13729	11391373-11391807
part19626	11391808-11392452
part17973	11392453-11393093
part14858	11393094-11393650
part23605	11393651-11394070
part23603	11394071-11394880
part14108	11394881-11395241
part15208	11395242-11396015
part18814	11396016-11396877
part14886	11396878-11397513
part18069	11397514-11398251
part23604	11398252-11399644
part23607	11399645-11400356
part13322	11400357-11400835
part17720	11400836-11401368
part15527	11401369-11401955
part22866	11402497-11403228
part15536	11403229-11403966
part13574	11403967-11404229
